x,y
0.674085,0.755213
0.28544,0.875058
0.110917,0.0589354
0.429331,0.638557
0.12265,0.579245
0.242174,0.749666
0.596866,0.406148
0.332826,0.61283
0.971166,0.0037077
0.14982,0.960153
0.117769,0.83162
0.796453,0.828925
0.577023,0.824876
0.613723,0.266204
0.991947,0.414869
0.216828,0.3704
0.268946,0.664554
0.663011,0.478806
0.9174,0.0441316
0.627148,0.129646
0.627502,0.36975
0.440246,0.0252967
0.367466,0.128756
0.349639,0.197264
0.760375,0.869615
0.570821,0.816608
0.992892,0.37311
0.943812,0.514113
0.446378,0.195236
0.0740792,0.125979
0.0450926,0.295205
0.00813703,0.278388
0.571097,0.0676321
0.636105,0.239054
0.690227,0.519159
0.509664,0.0989196
0.881048,0.969467
0.335182,0.433353
0.302756,0.900912
0.869011,0.0354499
0.209612,0.408468
0.0609481,0.450293
0.0434117,0.495124
0.491946,0.199418
0.489089,0.590444
0.299489,0.748894
0.872365,0.146211
0.769117,0.316383
0.309678,0.853892
0.448868,0.863646
0.258708,0.992233
0.606372,0.74536
0.743761,0.895349
0.83899,0.487201
0.192106,0.885286
0.912985,0.468659
0.0984698,0.458501
0.302773,0.908025
0.567946,0.904097
0.311757,0.654496
0.812179,0.415313
0.799124,0.716036
0.926743,0.132469
0.35119,0.824136
0.594171,0.632945
0.557462,0.731588
0.152733,0.0811191
0.508604,0.935323
0.418359,0.253306
0.470968,0.0703269
0.41522,0.891364
0.126427,0.786519
0.567715,0.0371163
0.835915,0.913627
0.885815,0.421366
0.318321,0.530939
0.21729,0.504199
0.657061,0.0316355
0.273987,0.823807
0.230775,0.818075
0.39826,0.66649
0.52391,0.564872
0.129291,0.655009
0.71832,0.124589
0.450187,0.103986
0.475474,0.0203057
0.12739,0.645518
0.145574,0.840014
0.301921,0.93678
0.220021,0.367894
0.947026,0.895038
0.753417,0.206679
0.710659,0.547171
0.491126,0.798111
0.758368,0.442158
0.0991406,0.897577
0.878634,0.656095
0.53462,0.481736
0.323665,0.417557
0.643116,0.130602
0.875979,0.668552
0.341206,0.206907
0.168822,0.504027
0.212361,0.378127
0.981174,0.267414
0.652938,0.418066
0.233219,0.905401
0.90084,0.674137
0.802956,0.155897
0.0068014,0.122151
0.66861,0.884794
0.773783,0.295358
0.991705,0.616292
0.405333,0.89949
0.702761,0.125603
0.746163,0.397902
0.701846,0.197445
0.536852,0.70344
0.642262,0.134705
0.264058,0.312663
0.223412,0.37433
0.425724,0.167742
0.997823,0.444253
0.686012,0.467488
0.208906,0.425728
0.640155,0.593308
0.135665,0.248899
0.879079,0.60676
0.952425,0.407292
0.738417,0.512642
0.841402,0.0596747
0.48104,0.452544
0.501211,0.801209
0.838904,0.0412209
0.13866,0.95298
0.719215,0.143321
0.66581,0.278333
0.888466,0.125373
0.16622,0.286889
0.892087,0.6546
0.902974,0.442344
0.0239573,0.129082
0.701083,0.25686
0.562864,0.555374
0.296686,0.00119624
0.160885,0.406598
0.81584,0.213434
0.710997,0.679373
0.22559,0.767258
0.855161,0.890277
0.0472375,0.450433
0.282884,0.114412
0.115688,0.0197519
0.494335,0.247037
0.38454,0.78055
0.465155,0.297779
0.619335,0.373183
0.387154,0.175657
0.632242,0.0141329
0.439214,0.579908
0.855262,0.0844855
0.718099,0.552192
0.851815,0.995769
0.799073,0.950825
0.645592,0.919748
0.862647,0.446321
0.827136,0.431983
0.382511,0.539262
0.787142,0.337804
0.998667,0.397162
0.992104,0.681974
0.900248,0.723516
0.58085,0.494338
0.734402,0.876508
0.940977,0.332177
0.943635,0.135506
0.132474,0.386573
0.680344,0.254265
0.925842,0.843086
0.237136,0.620446
0.823449,0.25171
0.941722,0.0910348
0.0487355,0.384916
0.869926,0.277421
0.434129,0.612971
0.706039,0.378292
0.248191,0.545362
0.336405,0.329306
0.535851,0.700455
0.18603,0.971552
0.000186337,0.503614
0.14354,0.613205
0.110778,0.0357752
0.0583649,0.202888
0.180864,0.467703
0.255554,0.534715
0.815548,0.184995
0.942359,0.92232
0.35657,0.162483
0.566757,0.438006
0.0957842,0.40978
0.104148,0.619491
0.981035,0.206028
0.754425,0.346682
0.688782,0.651346
0.11849,0.358946
0.626571,0.240379
0.221551,0.0611916
0.401242,0.618496
0.319083,0.356503
0.200406,0.581873
0.831048,0.946387
0.238238,0.614155
0.212323,0.0383207
0.751186,0.68993
0.232396,0.474592
0.722367,0.53083
0.625083,0.312036
0.045725,0.0568554
0.361146,0.582422
0.120976,0.820272
0.520776,0.859183
0.508086,0.033245
0.543483,0.0941681
0.232277,0.0689393
0.328013,0.618948
0.588353,0.0362879
0.0315727,0.539486
0.0260521,0.842111
0.199292,0.440945
0.674666,0.568157
0.637679,0.158986
0.426107,0.812742
0.623951,0.561578
0.239077,0.689276
0.486276,0.174226
0.169657,0.717159
0.636997,0.367643
0.773223,0.3152
0.6397,0.554485
0.782838,0.50153
0.89539,0.325257
0.603832,0.567683
0.155273,0.183033
0.858466,0.702703
0.920853,0.335212
0.654222,0.0499266
0.365492,0.636478
0.424742,0.574807
0.351056,0.504308
0.555262,0.38253
0.99761,0.36839
0.600526,0.680556
0.736222,0.732939
0.233562,0.280631
0.597021,0.630522
0.713177,0.318142
0.819592,0.562769
0.894203,0.625089
0.040206,0.58014
0.0883593,0.244735
0.720683,0.49498
0.188564,0.563889
0.920208,0.323489
0.70496,0.357042
0.114419,0.870949
0.144286,0.378133
0.562697,0.976824
0.859784,0.703615
0.728106,0.145195
0.613217,0.622549
0.916396,0.232148
0.807267,0.89827
0.895398,0.641236
0.601327,0.41412
0.270529,0.585245
0.279755,0.565916
0.973337,0.0364898
0.708779,0.755696
0.866795,0.315228
0.120546,0.544856
0.216118,0.353999
0.0331113,0.963708
0.280549,0.903045
0.557639,0.0587685
0.552264,0.491166
0.94729,0.22873
0.140995,0.485105
0.394117,0.659042
0.733222,0.408578
0.809875,0.711697
0.883204,0.0140617
0.520616,0.651541
0.00236666,0.392947
0.0844825,0.410226
0.882423,0.786614
0.992743,0.91166
0.0745989,0.953672
0.314275,0.162392
0.223345,0.742053
0.577229,0.0295815
0.828976,0.745887
0.501514,0.39738
0.646549,0.272643
0.561489,0.824063
0.121986,0.871625
0.813189,0.528884
0.535104,0.404527
0.715755,0.979331
0.258845,0.34469
0.235623,0.349896
0.687419,0.214432
0.882899,0.835463
0.780242,0.970332
0.684566,0.285359
0.924421,0.875785
0.821494,0.733327
0.841841,0.013526
0.978416,0.516967
0.589353,0.544402
0.0791036,0.417821
0.63728,0.545787
0.445057,0.788978
0.298664,0.81871
0.509668,0.705999
0.077773,0.23894
0.983215,0.742977
0.744382,0.8347
0.908633,0.603194
0.573421,0.493017
0.458807,0.804914
0.499609,0.999748
0.389886,0.965842
0.0713416,0.938642
0.371029,0.324293
0.012787,0.559371
0.855511,0.432773
0.466509,0.449119
0.528502,0.28819
0.705173,0.777656
0.232779,0.595693
0.901655,0.778362
0.393103,0.859157
0.0110688,0.983329
0.124883,0.0980598
0.169837,0.801724
0.547443,0.420732
0.976496,0.632963
0.469513,0.989762
0.73202,0.155315
0.163983,0.445436
0.336533,0.0948888
0.393831,0.622882
0.640999,0.610687
0.273084,0.48822
0.262829,0.444233
0.394142,0.259975
0.305074,0.0040322
0.940546,0.146787
0.957619,0.717781
0.712391,0.671459
0.120264,0.236207
0.310334,0.151001
0.786192,0.138442
0.289495,0.109009
0.568021,0.710054
0.638394,0.689843
0.744029,0.52631
0.305505,0.237218
0.82024,0.304097
0.947794,0.78223
0.896523,0.333567
0.2673,0.144717
0.666218,0.907586
0.0550984,0.574926
0.100928,0.584939
0.215145,0.591714
0.87278,0.799369
0.446296,0.479363
0.00306648,0.957858
0.435244,0.2234
0.722168,0.0052785
0.887506,0.607967
0.0101526,0.17282
0.17093,0.533163
0.709447,0.655448
0.68972,0.314443
0.152917,0.790313
0.308254,0.896192
0.867849,0.97028
0.378094,0.803252
0.230166,0.752608
0.996226,0.273834
0.881248,0.154774
0.81541,0.211698
0.91447,0.205716
0.166693,0.147579
0.714574,0.757115
0.290927,0.550386
0.683332,0.325052
0.733962,0.610938
0.346285,0.627075
0.585359,0.116742
0.229453,0.278027
0.776433,0.134217
0.379207,0.976868
0.913872,0.264725
0.247701,0.369656
0.676723,0.40306
0.909173,0.616588
0.140419,0.0811373
0.0307341,0.531432
0.379422,0.90033
0.767278,0.808724
0.288458,0.758024
0.148602,0.518533
0.441086,0.89537
0.331905,0.106809
0.54163,0.651312
0.3232,0.473884
0.136522,0.34224
0.320903,0.504851
0.510068,0.526656
0.22597,0.563282
0.0804363,0.597548
0.577683,0.811772
0.488044,0.800107
0.688633,0.0529771
0.260275,0.2144
0.478908,0.245399
0.561405,0.95391
0.307856,0.507657
0.338191,0.722155
0.059291,0.470456
0.488604,0.311983
0.343952,0.382332
0.68352,0.695378
0.909194,0.299068
0.826463,0.929687
0.606874,0.172545
0.101119,0.753316
0.754963,0.591211
0.399205,0.649756
0.391613,0.5814
0.556976,0.892409
0.324234,0.751919
0.520163,0.674562
0.216382,0.611238
0.365596,0.970704
0.758704,0.729889
0.208274,0.468758
0.813635,0.371974
0.941787,0.604316
0.477431,0.630408
0.118589,0.736837
0.955412,0.176088
0.285224,0.880368
0.262898,0.47197
0.904925,0.518189
0.852829,0.563328
0.683231,0.339364
0.923438,0.18938
0.773752,0.0734558
0.0198355,0.661972
0.546957,0.136547
0.0823738,0.738009
0.580337,0.720266
0.830372,0.634215
0.344124,0.826157
0.582199,0.635133
0.989719,0.97767
0.467756,0.0384711
0.978215,0.803257
0.886764,0.884177
0.821517,0.31014
0.496293,0.979106
0.468257,0.986958
0.986418,0.361725
0.293732,0.807532
0.823272,0.76537
0.146826,0.419924
0.386883,0.594776
0.915658,0.899628
0.445139,0.416919
0.968924,0.768733
0.379998,0.0130696
0.930051,0.266499
0.627996,0.726827
0.433165,0.999685
0.291363,0.40157
0.290325,0.618808
0.6606,0.514316
0.0485101,0.989286
0.296378,0.84834
0.846188,0.814579
0.609118,0.237383
0.00802135,0.792596
0.163975,0.445524
0.742006,0.764537
0.794495,0.150034
0.917335,0.723199
0.999246,0.579035
0.231598,0.313354
0.408061,0.83463
0.39419,0.948419
0.591391,0.671958
0.993705,0.290741
0.140241,0.940768
0.431773,0.314438
0.841759,0.508083
0.747269,0.871844
0.54268,0.0732219
0.924906,0.122276
0.534665,0.182377
0.240598,0.248526
0.0913191,0.179083
0.163072,0.604119
0.366294,0.34902
0.715748,0.266457
0.0291467,0.945448
0.0198043,0.237117
0.183463,0.893736
0.31289,0.991572
0.387337,0.971405
0.199711,0.540113
0.173678,0.896748
0.189156,0.802954
0.608567,0.459028
0.948978,0.970008
0.827461,0.287868
0.216939,0.730439
0.0929842,0.375861
0.845686,0.52206
0.852999,0.957477
0.177195,0.586619
0.000648644,0.0881452
0.535863,0.0744325
0.322821,0.208172
0.113138,0.359648
0.00310699,0.219276
0.16212,0.796773
0.237077,0.548454
0.03421,0.243294
0.808172,0.884227
0.178225,0.012048
0.962742,0.351383
0.0237642,0.0913969
0.333578,0.0131473
0.37299,0.582828
0.870848,0.91498
0.322315,0.184325
0.211524,0.799254
0.748855,0.0693134
0.341655,0.661079
0.669649,0.685449
0.50422,0.201403
0.565616,0.0221266
0.544883,0.219298
0.219914,0.656633
0.398082,0.611267
0.591344,0.370121
0.288502,0.855374
0.359377,0.875742
0.241256,0.337616
0.44641,0.0736067
0.176138,0.658791
0.458287,0.0411611
0.715159,0.967584
0.754853,0.933845
0.559247,0.687092
0.997153,0.546438
0.311107,0.200953
0.876866,0.295542
0.320707,0.58988
0.988529,0.50429
0.741903,0.585811
0.366712,0.707103
0.764771,0.184125
0.441163,0.121811
0.46155,0.135023
0.102639,0.329958
0.582613,0.0976918
0.375763,0.151886
0.260121,0.537887
0.992925,0.903072
0.523813,0.560199
0.0563747,0.162393
0.825948,0.631746
0.724496,0.950342
0.852775,0.415013
0.84028,0.306316
0.0660722,0.329578
0.0494784,0.851355
0.0798459,0.230574
0.451368,0.116304
0.950121,0.481422
0.228737,0.177756
0.974246,0.707197
0.406484,0.183715
0.921049,0.537595
0.417314,0.056532
0.730268,0.607619
0.868683,0.884549
0.684007,0.751743
0.740843,0.169399
0.16932,0.983387
0.23754,0.740968
0.846578,0.216934
0.27767,0.107868
0.192119,0.196356
0.789743,0.359996
0.722154,0.256519
0.923495,0.248702
0.52276,0.508783
0.913219,0.541003
0.823569,0.630587
0.685699,0.423987
0.883477,0.155474
0.1718,0.702121
0.0474427,0.0490634
0.0576201,0.924479
0.934576,0.223907
0.978843,0.622993
0.784539,0.248042
0.769754,0.0437524
0.0955777,0.454605
0.011136,0.651579
0.113162,0.865892
0.0109221,0.578499
0.762032,0.274816
0.580883,0.0578331
0.128064,0.519657
0.544202,0.996838
0.7047,0.682732
0.592768,0.613669
0.53978,0.0534285
0.917558,0.576722
0.085501,0.0634062
0.84259,0.607441
0.812586,0.197155
0.136198,0.435086
0.0419731,0.0517398
0.864217,0.384707
0.478813,0.606813
0.704405,0.833126
0.298354,0.515232
0.941038,0.467046
0.524415,0.599323
0.621737,0.809013
0.030921,0.855023
0.354167,0.228497
0.901828,0.978038
0.699893,0.652286
0.786594,0.0470011
0.369954,0.761567
0.271207,0.486976
0.146607,0.874962
0.786863,0.502099
0.0349634,0.075388
0.420303,0.376318
0.314034,0.697431
0.507296,0.425535
0.125149,0.50958
0.24544,0.00456719
0.890748,0.9825
0.816975,0.703915
0.274443,0.0782531
0.0154574,0.427024
0.533224,0.259261
0.0390141,0.644577
0.481129,0.641145
0.107451,0.934106
0.241722,0.473451
0.815434,0.530285
0.835378,0.908712
0.523269,0.667611
0.355815,0.952822
0.39305,0.627416
0.542889,0.744271
0.388826,0.601732
0.543151,0.9666
0.274717,0.358679
0.573533,0.931071
0.909232,0.467203
0.0907267,0.809699
0.179124,0.765925
0.282916,0.491814
0.993737,0.686224
0.0573636,0.435357
0.705218,0.700363
0.80511,0.0330102
0.0622919,0.381592
0.150673,0.206111
0.198526,0.889091
0.668173,0.411893
0.0133247,0.536477
0.342981,0.117859
0.136117,0.148394
0.385272,0.627298
0.3751,0.188135
0.0154824,0.923884
0.113269,0.54118
0.420081,0.232599
0.251868,0.032965
0.972949,0.965655
0.217783,0.17024
0.48143,0.34073
0.558927,0.0424532
0.820437,0.451552
0.777199,0.977988
0.402777,0.129459
0.279762,0.00911359
0.592322,0.116362
0.390669,0.281192
0.531476,0.00673895
0.904761,0.685919
0.457907,0.0152514
0.978012,0.256211
0.496271,0.609407
0.57272,0.15871
0.904875,0.21222
0.248828,0.169002
0.53873,0.77973
0.712152,0.432538
0.488539,0.348314
0.319282,0.205941
0.197427,0.199782
0.398244,0.168136
0.436969,0.0704368
0.759461,0.532582
0.905543,0.322745
0.319852,0.854461
0.497913,0.417029
0.68779,0.767299
0.145076,0.308697
0.0157744,0.985512
0.287335,0.732048
0.918693,0.743661
0.797738,0.711694
0.46447,0.720711
0.233865,0.974118
0.233188,0.157347
0.0943696,0.843979
0.229122,0.654182
0.308749,0.596269
0.383983,0.176365
0.634941,0.985037
0.0772315,0.631294
0.729595,0.595155
0.37963,0.600752
0.677569,0.0364008
0.792983,0.902759
0.412369,0.85262
0.238938,0.231712
0.640518,0.766414
0.385485,0.177355
0.0342196,0.262477
0.136344,0.669119
0.193928,0.53057
0.0807468,0.67774
0.327853,0.928073
0.489464,0.194521
0.069186,0.704296
0.180797,0.580515
0.754468,0.519637
0.668311,0.81681
0.781648,0.0293689
0.332599,0.388902
0.831833,0.161982
0.543727,0.354239
0.108683,0.364287
0.168653,0.0401851
0.826589,0.877574
0.489902,0.275936
0.596284,0.165401
0.199208,0.23821
0.98979,0.539537
0.139486,0.706958
0.872174,0.984091
0.514479,0.0350897
0.595817,0.930185
0.552262,0.506649
0.190369,0.887557
0.557361,0.827388
0.519419,0.132891
0.114432,0.902959
0.98256,0.872795
0.433608,0.297539
0.0681641,0.297548
0.668771,0.80224
0.303592,0.75556
0.527352,0.134441
0.252345,0.205001
0.0160285,0.65572
0.378678,0.920252
0.293118,0.416141
0.180887,0.369279
0.924277,0.767192
0.312881,0.891934
0.106654,0.202923
0.0965563,0.873989
0.181141,0.941138
0.962398,0.170252
0.638033,0.536008
0.227852,0.0523934
0.566731,0.627175
0.0306614,0.481139
0.522533,0.691793
0.781834,0.765998
0.130601,0.365311
0.07703,0.124196
0.907814,0.772333
0.551665,0.547922
0.640536,0.444762
0.172731,0.0669455
0.246724,0.408982
0.837272,0.742084
0.291749,0.0223908
0.0620705,0.326493
0.305726,0.0862363
0.130972,0.77638
0.697959,0.948107
0.769769,0.0635653
0.303235,0.786224
0.487003,0.0677681
0.217071,0.747244
0.645881,0.73641
0.626977,0.917272
0.81199,0.113648
0.291,0.791464
0.769718,0.548918
0.369024,0.575015
0.731063,0.70598
0.391447,0.125348
0.559188,0.899728
0.715111,0.326407
0.01562,0.815693
0.963947,0.784454
0.431598,0.726248
0.974327,0.639597
0.132672,0.456356
0.291595,0.662289
0.387289,0.663498
0.14769,0.413107
0.328846,0.221843
0.205183,0.507347
0.635752,0.471924
0.288054,0.634718
0.391116,0.357453
0.0624934,0.706414
0.415897,0.737851
0.11985,0.0113544
0.292637,0.378643
0.737667,0.0104753
0.367041,0.28318
0.807268,0.87237
0.99985,0.415364
0.875207,0.808165
0.316967,0.548832
0.947724,0.254055
0.508326,0.398825
0.981611,0.135803
0.544175,0.186882
0.394406,0.107148
0.487021,0.585206
0.0992951,0.669654
0.683482,0.58771
0.57884,0.73173
0.0644716,0.013417
0.643028,0.956925
0.697732,0.114789
0.108968,0.166557
0.851586,0.121814
0.753093,0.275376
0.0458379,0.574303
0.0708916,0.848678
0.575081,0.561789
0.170575,0.80601
0.344477,0.112838
0.12556,0.51396
0.647525,0.740011
0.563534,0.879772
0.289908,0.84212
0.319607,0.556696
0.440557,0.675778
0.35673,0.311566
0.118095,0.608426
0.311304,0.689499
0.249959,0.880201
0.593132,0.0218547
0.893462,0.324568
0.388935,0.906183
0.0855276,0.43045
0.00515144,0.486633
0.33297,0.806571
0.146175,0.867343
0.581881,0.363368
0.660695,0.16263
0.741513,0.350622
0.888361,0.522002
0.568139,0.00224895
0.613172,0.210884
0.81231,0.0649693
0.442913,0.32513
0.600701,0.811227
0.967671,0.599264
0.322298,0.834025
0.0510107,0.672344
0.565165,0.597514
0.42879,0.812662
0.172689,0.51067
0.298543,0.506742
0.923142,0.43049
0.614447,0.388972
0.203258,0.0124466
0.360131,0.962216
0.159384,0.516813
0.448376,0.320791
0.689919,0.314532
0.872361,0.945038
0.35564,0.623891
0.483861,0.511254
0.152467,0.652394
0.148757,0.257421
0.840506,0.393169
0.746532,0.450518
0.0249711,0.0207151
0.783045,0.585803
0.120928,0.47952
0.47156,0.461607
0.397298,0.243271
0.0537751,0.387104
0.960216,0.224987
0.00719505,0.328283
0.640331,0.595038
0.704459,0.0655554
0.583,0.0807827
0.404369,0.545808
0.654563,0.0644511
0.376108,0.586177
0.788787,0.264078
0.125304,0.735174
0.788852,0.226183
0.578679,0.232014
0.0718045,0.240109
0.827451,0.676687
0.589906,0.39189
0.214869,0.414013
0.142069,0.845754
0.498901,0.796005
0.00688599,0.882132
0.675625,0.353704
0.301656,0.802756
0.611606,0.882175
0.153354,0.328903
0.0631021,0.196212
0.0484854,0.698852
0.65878,0.377261
0.146147,0.964607
0.687078,0.394352
0.590966,0.450006
0.584328,0.273769
0.668579,0.354459
0.317059,0.196142
0.884518,0.0155341
0.142955,0.541219
0.207148,0.915972
0.40115,0.284655
0.989262,0.941818
0.787648,0.513521
0.785766,0.0106776
0.56605,0.0283387
0.648442,0.81516
0.00608277,0.562137
0.311169,0.339452
0.478341,0.41839
0.194928,0.241293
0.111669,0.681318
0.486553,0.824025
0.55611,0.0888209
0.917197,0.513759
0.174305,0.140125
0.501021,0.408671
0.725799,0.566014
0.584429,0.958156
0.0342569,0.702383
0.929211,0.737862
0.615478,0.300921
0.370982,0.972937
0.37274,0.568185
0.686374,0.0623269
0.893287,0.753238
0.397515,0.349511
0.341842,0.522114
0.886293,0.809556
0.13985,0.272395
0.641692,0.673498
0.642246,0.588397
0.813567,0.941961
0.66845,0.428153
0.492419,0.3331
0.00324192,0.397995
0.376247,0.724359
0.150625,0.770139
0.238679,0.0654731
0.914394,0.556853
0.786022,0.393818
0.824073,0.395549
0.505794,0.285187
0.410745,0.615426
0.491759,0.6237
0.596109,0.581215
0.229195,0.0818838
0.257342,0.986624
0.171473,0.724801
0.467091,0.932608
0.152585,0.266567
0.403448,0.849504
0.873634,0.996655
0.878547,0.444191
0.828827,0.292257
0.488776,0.234693
0.530149,0.64815
0.0216439,0.871435
0.0110864,0.143346
0.934003,0.509568
0.682587,0.617807
0.481596,0.786708
0.312479,0.631336
0.483443,0.404609
0.205213,0.0892951
0.945212,0.996319
0.0988864,0.130585
0.305364,0.362299
0.314064,0.262519
0.940743,0.638117
0.0650693,0.498295
0.027462,0.275556
0.797821,0.614003
0.459329,0.0287553
0.247546,0.313481
0.711274,0.872871
0.139122,0.653064
0.449005,0.864752
0.161673,0.777506
0.0891462,0.639105
0.563415,0.113915
0.0880936,0.22348
0.715379,0.0736084
0.636068,0.152407
0.603174,0.112476
0.115775,0.0267942
0.828976,0.305228
0.741543,0.707033
0.9916,0.917701
0.89662,0.188809
0.780855,0.616821
0.917904,0.584932
0.873955,0.515136
0.126964,0.685265
0.0205643,0.607974
0.733444,0.0549873
0.137216,0.0587357
0.0858976,0.987664
0.57298,0.835273
0.814288,0.475544
0.783747,0.557811
0.949509,0.496095
0.839472,0.495326
0.188954,0.495868
0.974183,0.592159
0.374434,0.254131
0.093939,0.111231
0.226842,0.173401
0.0565083,0.981439
0.579209,0.0423851
0.182779,0.0727056
0.273893,0.472446
0.676967,0.654966
0.520871,0.350935
0.601719,0.302807
0.20635,0.126418
0.239965,0.24188
0.860084,0.265248
0.96588,0.179698
0.0854633,0.26486
0.813557,0.511491
0.0266783,0.701135
0.317805,0.820148
0.450017,0.660319
0.0466652,0.217233
0.661906,0.441333
0.000756955,0.119978
0.263298,0.886376
0.861641,0.102304
0.764199,0.659696
0.619576,0.778897
0.332356,0.695805
0.113568,0.547476
0.315246,0.669609
0.261213,0.892793
0.818051,0.309028
0.910859,0.635205
0.824202,0.464341
0.788149,0.124045
0.392872,0.539348
0.613128,0.27895
0.282081,0.687028
0.678473,0.306297
0.766539,0.735462
0.884574,0.0289966
0.446304,0.96964
0.230772,0.56094
0.826397,0.673411
0.748662,0.673333
0.146218,0.553406
0.479055,0.778451
0.301954,0.610447
0.420798,0.9061
0.497376,0.859031
0.370394,0.422094
0.650082,0.0122017
0.905114,0.489022
0.999865,0.529364
0.768797,0.0760864
0.344916,0.656435
0.534036,0.125997
0.667666,0.862426
0.623705,0.290057
0.485502,0.337143
0.244972,0.115665
0.847969,0.868303
0.50538,0.241046
0.378309,0.454599
0.146736,0.944629
0.824047,0.694015
0.492958,0.898545
0.300388,0.0878244
0.389754,0.795603
0.0616653,0.845422
0.0669031,0.251008
0.86389,0.76099
0.0125087,0.315665
0.190668,0.664656
0.75712,0.586789
0.527899,0.612054
0.681628,0.0336488
0.637948,0.751878
0.834946,0.0637256
0.264474,0.312293
0.974631,0.291356
0.221979,0.935236
0.166665,0.448671
0.966224,0.429647
0.608174,0.72049
0.857476,0.665723
0.368764,0.852219
0.499268,0.382621
0.489577,0.868876
0.786535,0.225572
0.927656,0.754661
0.87026,0.296194
0.217506,0.0811595
0.967938,0.931706
0.0783233,0.706264
0.761409,0.251379
0.538035,0.299219
0.274338,0.535349
0.351286,0.455059
0.0645668,0.492656
0.166302,0.79008
0.735472,0.293678
0.019234,0.84942
0.412515,0.108363
0.450661,0.197691
0.952423,0.486025
0.649761,0.679999
0.110672,0.25119
0.596919,0.00678868
0.219771,0.309458
0.766292,0.0149599
0.636448,0.288833
0.55567,0.882154
0.68512,0.441781
0.423146,0.316801
0.553772,0.136743
0.785883,0.194982
0.589964,0.550249
0.833566,0.960977
0.811998,0.335627
0.540925,0.728164
0.0814881,0.576516
0.563165,0.873891
0.167271,0.378813
0.419041,0.807631
0.571971,0.492504
0.382903,0.109443
0.993871,0.330283
0.763949,0.762858
0.160331,0.192492
0.117562,0.655598
0.211106,0.770969
0.836222,0.620442
0.910189,0.957892
0.533399,0.124604
0.965401,0.0669388
0.281723,0.261048
0.756969,0.590521
0.681273,0.314847
0.476048,0.796833
0.398722,0.779611
0.0769574,0.934545
0.735801,0.947083
0.871652,0.162153
0.652372,0.586178
0.214495,0.127566
0.346635,0.0859878
0.90953,0.772735
0.981338,0.340863
0.967031,0.890348
0.452197,0.11456
0.69635,0.715617
0.863892,0.181475
0.815517,0.308532
0.819828,0.232306
0.510153,0.689414
0.873644,0.250071
0.0242427,0.108591
0.818453,0.427671
0.422951,0.647514
0.726927,0.0506707
0.676402,0.471727
0.775861,0.753838
0.58663,0.289321
0.0886686,0.613559
0.875469,0.111825
0.910197,0.642426
0.541425,0.265364
0.776091,0.192858
0.811223,0.802815
0.733805,0.422724
0.0440816,0.577999
0.157765,0.95289
0.770416,0.823318
0.804132,0.934729
0.417373,0.810018
0.790416,0.0673414
0.807305,0.781088
0.835999,0.406371
0.60824,0.603517
0.991273,0.83196
0.01881,0.883412
0.88043,0.458047
0.0482977,0.654852
0.0691139,0.635578
0.876602,0.380614
0.694971,0.488088
0.11605,0.00398128
0.494186,0.0029608
0.456839,0.787804
0.436062,0.374675
0.452545,0.341865
0.467482,0.551275
0.0694589,0.325125
0.466093,0.146968
0.169375,0.781226
0.109033,0.307811
0.718927,0.550634
0.536405,0.256528
0.182824,0.271345
0.742117,0.947336
0.184095,0.772159
0.166428,0.0721137
0.0605405,0.741273
0.740735,0.388474
0.197059,0.3362
0.79496,0.65408
0.888657,0.310954
0.990282,0.761446
0.653059,0.803356
0.732247,0.0932382
0.163186,0.845791
0.650018,0.714386
0.438403,0.968428
0.287436,0.9068
0.917549,0.364315
0.201708,0.230576
0.49826,0.786663
0.446766,0.442091
0.836452,0.284313
0.524536,0.27359
0.933614,0.660641
0.377117,0.502018
0.193623,0.892543
0.724862,0.151572
0.917414,0.685503
0.5184,0.789709
0.210414,0.906578
0.61467,0.906785
0.276177,0.473064
0.541646,0.647664
0.961432,0.612239
0.565278,0.53338
0.492144,0.0923061
0.0741364,0.0725321
0.19099,0.666184
0.660345,0.00276618
0.474427,0.762218
0.166443,0.40696
0.446465,0.0992373
0.641613,0.360374
0.743401,0.748272
0.486098,0.031417
0.244572,0.467556
0.420325,0.594491
0.732319,0.635804
0.63278,0.169856
0.994055,0.00716253
0.912999,0.642969
0.456097,0.902415
0.525939,0.218323
0.875732,0.910168
0.973766,0.994275
0.0391743,0.0652445
0.622709,0.973731
0.423677,0.0739945
0.240717,0.864608
0.325539,0.613963
0.762977,0.480492
0.512217,0.843955
0.631819,0.103024
0.372325,0.850557
0.177867,0.874512
0.507491,0.109587
0.910116,0.0381036
0.910461,0.645286
0.567913,0.585253
0.388089,0.457902
0.492631,0.631216
0.682488,0.817839
0.30996,0.288698
0.282951,0.920456
0.847797,0.724747
0.826847,0.885185
0.167256,0.414244
0.0848133,0.560222
0.184708,0.200398
0.703426,0.450934
0.431195,0.371649
0.603545,0.931547
0.437842,0.297048
0.828519,0.153133
0.907501,0.595386
0.788058,0.215911
0.926539,0.345995
0.551184,0.331276
0.78335,0.153979
0.115134,0.615707
0.852897,0.137047
0.577344,0.00764736
0.848804,0.483523
0.754208,0.121947
0.85902,0.923596
0.250906,0.801062
0.0789075,0.993028
0.810557,0.769587
0.00421108,0.47187
0.632514,0.282578
0.773525,0.837359
0.718376,0.547085
0.679374,0.46849
0.727595,0.5956
0.222217,0.129331
0.57743,0.819399
0.178425,0.514296
